Date UTC;HR (%)
06/07/13 00h00;80
06/07/13 03h00;87
06/07/13 06h00;82
06/07/13 09h00;62
06/07/13 12h00;50
06/07/13 15h00;40
06/07/13 18h00;38
06/07/13 21h00;58
07/07/13 00h00;71
07/07/13 03h00;83
07/07/13 06h00;77
07/07/13 09h00;56
07/07/13 12h00;40
07/07/13 15h00;39
07/07/13 18h00;43
07/07/13 21h00;58
08/07/13 00h00;60
08/07/13 03h00;71
08/07/13 06h00;70
08/07/13 09h00;55
08/07/13 12h00;41
08/07/13 15h00;31
08/07/13 18h00;35
08/07/13 21h00;53
09/07/13 00h00;62
09/07/13 03h00;73
09/07/13 06h00;70
09/07/13 09h00;51
09/07/13 12h00;40
09/07/13 15h00;36
09/07/13 18h00;32
09/07/13 21h00;55
10/07/13 00h00;68
10/07/13 03h00;75
10/07/13 06h00;69
10/07/13 09h00;56
10/07/13 12h00;40
10/07/13 15h00;37
10/07/13 18h00;35
10/07/13 21h00;56
11/07/13 00h00;62
11/07/13 03h00;78
11/07/13 06h00;72
11/07/13 09h00;58
11/07/13 12h00;43
11/07/13 15h00;33
11/07/13 18h00;49
11/07/13 21h00;57
12/07/13 00h0012/07/13 03h00;68
12/07/13 06h00;68
12/07/13 09h00;55
12/07/13 12h00;41
12/07/13 15h00;33
12/07/13 18h00;33
12/07/13 21h00;54
13/07/13 00h00;55
13/07/13 03h00;66
13/07/13 06h00;65
13/07/13 09h00;51
13/07/13 12h00;37
13/07/13 15h00;32
13/07/13 18h00;32
13/07/13 21h00;49
14/07/13 00h00;53
14/07/13 03h00;61
14/07/13 06h00;66
14/07/13 09h00;56
14/07/13 12h00;44
14/07/13 15h00;35
14/07/13 18h00;35
14/07/13 21h00;54
15/07/13 00h00;53
15/07/13 03h00;64
15/07/13 06h00;62
15/07/13 09h00;47
15/07/13 12h00;38
15/07/13 15h00;27
15/07/13 18h00;27
15/07/13 21h00;57
16/07/13 00h00;67
16/07/13 03h00;74
16/07/13 06h00;63
16/07/13 09h00;43
16/07/13 12h00;31
16/07/13 15h00;28
16/07/13 18h00;36
16/07/13 21h00;52
17/07/13 00h00;73
17/07/13 03h00;90
17/07/13 06h00;95
17/07/13 09h00;57
17/07/13 12h00;32
17/07/13 15h00;33
17/07/13 18h00;53
17/07/13 21h00;58
18/07/13 00h00;79
18/07/13 03h00;95
18/07/13 06h00;97
18/07/13 09h00;75
18/07/13 12h00;40
18/07/13 15h00;66
18/07/13 18h00;54
18/07/13 21h00;73
19/07/13 00h00;89
19/07/13 03h00;94
19/07/13 06h00;97
19/07/13 09h00;57
19/07/13 12h00;38
19/07/13 15h00;38
19/07/13 18h00;45
19/07/13 21h00;59
20/07/13 00h00;70
20/07/13 03h00;76
20/07/13 06h00;72
20/07/13 09h00;57
20/07/13 12h00;37
20/07/13 15h00;32
20/07/13 18h00;38
20/07/13 21h00;54
21/07/13 00h00;69
21/07/13 03h00;71
21/07/13 06h00;73
21/07/13 09h00;52
21/07/13 12h00;32
21/07/13 15h00;24
21/07/13 18h00;28
21/07/13 21h00;57
22/07/13 00h00;71
22/07/13 03h00;94
22/07/13 06h00;94
22/07/13 09h00;67
22/07/13 12h00;44
22/07/13 15h00;36
22/07/13 18h00;54
22/07/13 21h00;74
23/07/13 00h00;85
23/07/13 03h00;85
23/07/13 06h00;82
23/07/13 09h00;66
23/07/13 12h00;49
23/07/13 15h00;38
23/07/13 18h00;52
23/07/13 21h00;68
24/07/13 00h00;82
24/07/13 03h00;89
24/07/13 06h00;84
24/07/13 09h00;58
24/07/13 12h00;52
24/07/13 15h00;51
24/07/13 18h00;49
24/07/13 21h00;70
25/07/13 00h00;80
25/07/13 03h00;84
25/07/13 06h00;81
25/07/13 09h00;54
25/07/13 12h00;44
25/07/13 15h00;40
25/07/13 18h00;47
25/07/13 21h00;69
26/07/13 00h00;94
26/07/13 03h00;95
26/07/13 06h00;96
26/07/13 09h00;88
26/07/13 12h00;65
26/07/13 15h00;53
26/07/13 18h00;57
26/07/13 21h00;77
27/07/13 00h00;97
27/07/13 03h00;96
27/07/13 06h00;93
27/07/13 09h00;80
27/07/13 12h00;71
27/07/13 15h00;69
27/07/13 18h00;76
27/07/13 21h00;80
28/07/13 00h00;85
28/07/13 03h00;86
28/07/13 06h00;88
28/07/13 09h00;74
28/07/13 12h00;41
28/07/13 15h00;45
28/07/13 18h00;35
28/07/13 21h00;70
29/07/13 00h00;81
29/07/13 03h00;84
29/07/13 06h00;83
29/07/13 09h00;66
29/07/13 12h00;61
29/07/13 15h00;50
29/07/13 18h00;59
29/07/13 21h00;77
30/07/13 00h00;83
30/07/13 03h00;83
30/07/13 06h00;80
30/07/13 09h00;61
30/07/13 12h00;48
30/07/13 15h00;42
30/07/13 18h00;48
30/07/13 21h00;67
31/07/13 00h00;79
31/07/13 03h00;81
31/07/13 06h00;75
31/07/13 09h00;54
31/07/13 12h00;43
31/07/13 15h00;36
31/07/13 18h00;32
31/07/13 21h00;45
01/08/13 00h00;55
01/08/13 03h00;58
01/08/13 06h00;60
01/08/13 09h00;51
01/08/13 12h00;37
01/08/13 15h00;31
01/08/13 18h00;35
01/08/13 21h00;69
02/08/13 00h00;52
02/08/13 03h00;89
02/08/13 06h00;87
02/08/13 09h00;69
02/08/13 12h00;50
02/08/13 15h00;34
02/08/13 18h00;56
02/08/13 21h00;88
03/08/13 00h00;80
03/08/13 03h00;84
03/08/13 06h00;83
03/08/13 09h00;58
03/08/13 12h00;49
03/08/13 15h00;44
03/08/13 18h00;54
03/08/13 21h00;69
04/08/13 00h00;80
04/08/13 03h00;81
04/08/13 06h00;77
04/08/13 09h00;66
04/08/13 12h00;48
04/08/13 15h00;43
04/08/13 18h00;49
04/08/13 21h00;65
05/08/13 00h00;76
05/08/13 03h00;73
05/08/13 06h00;69
05/08/13 09h00;63
05/08/13 12h00;62
05/08/13 15h00;66
05/08/13 18h00;68
05/08/13 21h00;81
06/08/13 00h00;82
06/08/13 03h00;87
06/08/13 06h00;86
06/08/13 09h00;74
06/08/13 12h00;66
06/08/13 15h00;63
06/08/13 18h00;66
06/08/13 21h00;86
07/08/13 00h00;90
07/08/13 03h00;93
07/08/13 06h00;94
07/08/13 09h00;71
07/08/13 12h00;88
07/08/13 15h00;80
07/08/13 18h00;83
07/08/13 21h00;91
08/08/13 00h00;93
08/08/13 03h00;94
08/08/13 06h00;95
08/08/13 09h00;64
08/08/13 12h00;56
08/08/13 15h00;58
08/08/13 18h00;55
08/08/13 21h00;77
09/08/13 00h00;85
09/08/13 03h00;91
09/08/13 06h00;91
09/08/13 09h00;75
09/08/13 12h00;56
09/08/13 15h00;43
09/08/13 18h00;67
09/08/13 21h00;79
10/08/13 00h00;92
10/08/13 03h00;93
10/08/13 06h00;87
10/08/13 09h00;64
10/08/13 12h00;55
10/08/13 15h00;47
10/08/13 18h00;58
10/08/13 21h00;76
11/08/13 00h00;82
11/08/13 03h00;88
11/08/13 06h00;87
11/08/13 09h00;61
11/08/13 12h00;45
11/08/13 15h00;40
11/08/13 18h00;46
11/08/13 21h00;73
12/08/13 00h00;82
12/08/13 03h00;78
12/08/13 06h00;80
12/08/13 09h00;57
12/08/13 12h00;52
12/08/13 15h00;61
12/08/13 18h00;69
12/08/13 21h00;73
13/08/13 00h00;80
13/08/13 03h00;69
13/08/13 06h00;73
13/08/13 09h00;56
13/08/13 12h00;42
13/08/13 15h00;37
13/08/13 18h00;52
13/08/13 21h00;74
14/08/13 00h00;77
14/08/13 03h00;78
14/08/13 06h00;74
14/08/13 09h00;47
14/08/13 12h00;38
14/08/13 15h00;34
14/08/13 18h00;34
14/08/13 21h00;51
15/08/13 00h00;64
15/08/13 03h00;71
15/08/13 06h00;72
15/08/13 09h00;46
15/08/13 12h00;34
15/08/13 15h00;28
15/08/13 18h00;30
15/08/13 21h00;60
16/08/13 00h00;75
16/08/13 03h00;85
16/08/13 06h00;85
16/08/13 09h00;55
16/08/13 12h00;32
16/08/13 15h00;34
16/08/13 18h00;42
16/08/13 21h00;60
17/08/13 00h00;85
17/08/13 03h00;91
17/08/13 06h00;92
17/08/13 09h00;62
17/08/13 12h00;44
17/08/13 15h00;40
17/08/13 18h00;42
17/08/13 21h00;68
18/08/13 00h00;79
18/08/13 03h00;87
18/08/13 06h00;90
18/08/13 09h00;63
18/08/13 12h00;57
18/08/13 15h00;43
18/08/13 18h00;58
18/08/13 21h00;81
19/08/13 00h00;85
19/08/13 03h00;90
19/08/13 06h00;85
19/08/13 09h00;59
19/08/13 12h00;41
19/08/13 15h00;38
19/08/13 18h00;46
19/08/13 21h00;70
20/08/13 00h00;83
20/08/13 03h00;90
20/08/13 06h00;82
20/08/13 09h00;50
20/08/13 12h00;36
20/08/13 15h00;34
20/08/13 18h00;32
20/08/13 21h0021/08/13 00h0021/08/13 03h0021/08/13 06h00;69
21/08/13 09h00;45
21/08/13 12h00;31
21/08/13 15h00;25
21/08/13 18h00;23
21/08/13 21h00;56
22/08/13 00h00;57
22/08/13 03h00;73
22/08/13 06h00;77
22/08/13 09h00;44
22/08/13 12h00;31
22/08/13 15h00;22
22/08/13 18h00;53
22/08/13 21h00;84
23/08/13 00h00;92
23/08/13 03h00;92
23/08/13 06h00;93
23/08/13 09h00;72
23/08/13 12h00;52
23/08/13 15h00;55
23/08/13 18h00;62
23/08/13 21h00;75
24/08/13 00h00;89
24/08/13 03h0024/08/13 06h00;86
24/08/13 09h00;76
24/08/13 12h00;59
24/08/13 15h00;52
24/08/13 18h00;60
24/08/13 21h00;74
25/08/13 00h00;74
25/08/13 03h00;80
25/08/13 06h00;84
25/08/13 09h00;66
25/08/13 12h00;89
25/08/13 15h00;82
25/08/13 18h00;72
25/08/13 21h00;86
26/08/13 00h00;91
26/08/13 03h00;91
26/08/13 06h00;92
26/08/13 09h00;73
26/08/13 12h00;61
26/08/13 15h00;47
26/08/13 18h00;55
26/08/13 21h00;78
27/08/13 00h00;86
27/08/13 03h00;88
27/08/13 06h00;91
27/08/13 09h00;61
27/08/13 12h00;44
27/08/13 15h00;31
27/08/13 18h00;47
27/08/13 21h00;84
28/08/13 00h00;90
28/08/13 03h00;92
28/08/13 06h00;93
28/08/13 09h00;76
28/08/13 12h00;50
28/08/13 15h00;40
28/08/13 18h00;54
28/08/13 21h00;73
29/08/13 00h00;84
29/08/13 03h00;90
29/08/13 06h00;92
29/08/13 09h00;60
29/08/13 12h00;32
29/08/13 15h00;31
29/08/13 18h00;36
29/08/13 21h00;52
30/08/13 00h00;71
30/08/13 03h00;80
30/08/13 06h00;86
30/08/13 09h00;50
30/08/13 12h00;33
30/08/13 15h00;36
30/08/13 18h00;48
30/08/13 21h00;65
31/08/13 00h00;84
31/08/13 03h00;90
31/08/13 06h00;92
31/08/13 09h00;62
31/08/13 12h00;40
31/08/13 15h00;40
31/08/13 18h00;56
31/08/13 21h00;80
01/09/13 00h00;89
01/09/13 03h00;88
01/09/13 06h00;87
01/09/13 09h00;63
01/09/13 12h00;49
01/09/13 15h00;43
01/09/13 18h00;40
01/09/13 21h00;48
02/09/13 00h00;53
02/09/13 03h00;63
02/09/13 06h00;68
02/09/13 09h00;48
02/09/13 12h00;37
02/09/13 15h00;24
02/09/13 18h00;27
02/09/13 21h00;40
03/09/13 00h00;49
03/09/13 03h00;56
03/09/13 06h00;72
03/09/13 09h00;36
03/09/13 12h00;26
03/09/13 15h00;17
03/09/13 18h00;20
03/09/13 21h00;53
04/09/13 00h00;68
04/09/13 03h00;74
04/09/13 06h00;79
04/09/13 09h00;37
04/09/13 12h00;29
04/09/13 15h00;20
04/09/13 18h00;27
04/09/13 21h00;58
05/09/13 00h00;64
05/09/13 03h00;72
05/09/13 06h00;81
05/09/13 09h00;62
05/09/13 12h00;26
05/09/13 15h00;23
05/09/13 18h00;37
05/09/13 21h00;80
06/09/13 00h00;87
06/09/13 03h00;91
06/09/13 06h00;93
06/09/13 09h00;90
06/09/13 12h00;67
06/09/13 15h00;61
06/09/13 18h00;87
06/09/13 21h00;84
07/09/13 00h00;84
07/09/13 03h00;87
07/09/13 06h00;88
07/09/13 09h00;84
07/09/13 12h00;83
07/09/13 15h00;75
07/09/13 18h00;75
07/09/13 21h00;77
08/09/13 00h00;78
08/09/13 03h00;81
08/09/13 06h00;89
08/09/13 09h00;71
08/09/13 12h00;51
08/09/13 15h00;56
08/09/13 18h00;75
08/09/13 21h00;83
09/09/13 00h00;88
09/09/13 03h00;89
09/09/13 06h00;88
09/09/13 09h00;78
09/09/13 12h00;65
09/09/13 15h00;87
09/09/13 18h00;93
09/09/13 21h00;92
10/09/13 00h00;92
10/09/13 03h00;89
10/09/13 06h00;91
10/09/13 09h0010/09/13 12h0010/09/13 15h00;50
10/09/13 18h00;65
10/09/13 21h00;81
11/09/13 00h00;84
11/09/13 03h00;78
11/09/13 06h00;77
11/09/13 09h0011/09/13 12h00;50
11/09/13 15h00;52
11/09/13 18h00;61
11/09/13 21h00;79
12/09/13 00h00;83
12/09/13 03h00;86
12/09/13 06h00;84
12/09/13 09h00;76
12/09/13 12h00;75
12/09/13 15h00;75
12/09/13 18h00;92
12/09/13 21h00;91
13/09/13 00h00;92
13/09/13 03h00;93
13/09/13 06h00;92
13/09/13 09h00;82
13/09/13 12h00;71
13/09/13 15h00;65
13/09/13 18h0013/09/13 21h00;89
14/09/13 00h00;92
14/09/13 03h00;89
14/09/13 06h00;90
14/09/13 09h00;85
14/09/13 12h00;74
14/09/13 15h00;73
14/09/13 18h00;92
14/09/13 21h00;88
15/09/13 00h00;84
15/09/13 03h00;86
15/09/13 06h00;83
15/09/13 09h00;75
15/09/13 12h00;58
15/09/13 15h00;50
15/09/13 18h00;64
15/09/13 21h00;81
16/09/13 00h00;85
16/09/13 03h00;85
16/09/13 06h00;86
16/09/13 09h00;92
16/09/13 12h00;84
16/09/13 15h00;54
16/09/13 18h00;72
16/09/13 21h00;85
17/09/13 00h00;82
17/09/13 03h00;90
17/09/13 06h00;90
17/09/13 09h00;79
17/09/13 12h00;67
17/09/13 15h00;67
17/09/13 18h00;91
17/09/13 21h00;88
18/09/13 00h00;90
18/09/13 03h00;90
18/09/13 06h00;89
18/09/13 09h00;82
18/09/13 12h00;87
18/09/13 15h00;88
18/09/13 18h00;90
18/09/13 21h00;88
19/09/13 00h00;89
19/09/13 03h00;92
19/09/13 06h00;90
19/09/13 09h00;75
19/09/13 12h00;66
19/09/13 15h00;71
19/09/13 18h00;86
19/09/13 21h00;89
20/09/13 00h00;92
20/09/13 03h00;93
20/09/13 06h00;93
20/09/13 09h00;84
20/09/13 12h00;66
20/09/13 15h00;58
20/09/13 18h00;75
20/09/13 21h00;87
21/09/13 00h00;91
21/09/13 03h00;93
21/09/13 06h00;92
21/09/13 09h00;78
21/09/13 12h00;63
21/09/13 15h00;58
21/09/13 18h00;67
21/09/13 21h00;85
22/09/13 00h00;91
22/09/13 03h00;92
22/09/13 06h00;93
22/09/13 09h00;75
22/09/13 12h00;59
22/09/13 15h00;41
22/09/13 18h00;54
22/09/13 21h00;83
23/09/13 00h00;89
23/09/13 03h00;90
23/09/13 06h00;89
23/09/13 09h00;62
23/09/13 12h00;41
23/09/13 15h00;34
23/09/13 18h00;44
23/09/13 21h00;76
24/09/13 00h00;72
24/09/13 03h00;79
24/09/13 06h00;83
24/09/13 09h00;68
24/09/13 12h00;68
24/09/13 15h00;57
24/09/13 18h00;73
24/09/13 21h00;90
25/09/13 00h00;94
25/09/13 03h00;94
25/09/13 06h00;94
25/09/13 09h00;86
25/09/13 12h00;61
25/09/13 15h00;51
25/09/13 18h00;67
25/09/13 21h00;86
26/09/13 00h00;92
26/09/13 03h00;90
26/09/13 06h00;84
26/09/13 09h00;70
26/09/13 12h00;53
26/09/13 15h00;44
26/09/13 18h00;60
26/09/13 21h00;69
27/09/13 00h00;77
27/09/13 03h00;85
27/09/13 06h00;88
27/09/13 09h00;70
27/09/13 12h00;64
27/09/13 15h00;59
27/09/13 18h00;70
27/09/13 21h00;81
28/09/13 00h00;80
28/09/13 03h00;84
28/09/13 06h00;88
28/09/13 09h00;84
28/09/13 12h00;65
28/09/13 15h00;75
28/09/13 18h00;84
28/09/13 21h00;95
29/09/13 00h00;95
29/09/13 03h00;94
29/09/13 06h00;94
29/09/13 09h00;91
29/09/13 12h00;74
29/09/13 15h00;71
29/09/13 18h00;91
29/09/13 21h00;93
30/09/13 00h00;94
30/09/13 03h00;95
30/09/13 06h00;95
30/09/13 09h00;95
30/09/13 12h00;88
30/09/13 15h00;67
30/09/13 18h00;82
30/09/13 21h00;92
01/10/13 00h00;94
01/10/13 03h00;95
01/10/13 06h00;95
01/10/13 09h00;90
01/10/13 12h00;71
01/10/13 15h00;70
01/10/13 18h00;82
01/10/13 21h00;86
02/10/13 00h00;91
02/10/13 03h00;91
02/10/13 06h00;93
02/10/13 09h00;79
02/10/13 12h00;63
02/10/13 15h00;62
02/10/13 18h00;72
02/10/13 21h00;79
03/10/13 00h00;73
03/10/13 03h00;80
03/10/13 06h00;85
03/10/13 09h00;85
03/10/13 12h00;67
03/10/13 15h00;67
03/10/13 18h00;76
03/10/13 21h00;83
04/10/13 00h00;90
04/10/13 03h00;93
04/10/13 06h00;93
04/10/13 09h00;93
04/10/13 12h00;88
04/10/13 15h00;91
04/10/13 18h00;92
04/10/13 21h00;94
05/10/13 00h00;93
05/10/13 03h00;94
05/10/13 06h00;95
05/10/13 09h00;86
05/10/13 12h00;74
05/10/13 15h00;71
05/10/13 18h00;82
05/10/13 21h00;92
06/10/13 00h00;94
06/10/13 03h00;95
06/10/13 06h00;95
06/10/13 09h00;75
06/10/13 12h00;52
06/10/13 15h00;43
06/10/13 18h00;72
06/10/13 21h00;84
07/10/13 00h00;89
07/10/13 03h00;94
07/10/13 06h00;95
07/10/13 09h00;72
07/10/13 12h00;55
07/10/13 15h00;51
07/10/13 18h00;65
07/10/13 21h00;78
08/10/13 00h00;89
08/10/13 03h00;92
08/10/13 06h00;93
08/10/13 09h00;69
08/10/13 12h00;66
08/10/13 15h00;67
08/10/13 18h00;72
08/10/13 21h00;78
09/10/13 00h00;81
09/10/13 03h00;82
09/10/13 06h00;84
09/10/13 09h00;71
09/10/13 12h00;46
09/10/13 15h00;49
09/10/13 18h00;63
09/10/13 21h00;81
10/10/13 00h00;89
10/10/13 03h00;87
10/10/13 06h00;86
10/10/13 09h00;76
10/10/13 12h00;48
10/10/13 15h00;40
10/10/13 18h00;58
10/10/13 21h00;70
11/10/13 00h00;83
11/10/13 03h00;88
11/10/13 06h00;85
11/10/13 09h00;77
11/10/13 12h00;50
11/10/13 15h00;51
11/10/13 18h00;66
11/10/13 21h00;75
12/10/13 00h00;85
12/10/13 03h00;92
12/10/13 06h00;94
12/10/13 09h00;84
12/10/13 12h00;75
12/10/13 15h00;92
12/10/13 18h00;91
12/10/13 21h00;91
13/10/13 00h00;93
13/10/13 03h00;94
13/10/13 06h00;94
13/10/13 09h00;95
13/10/13 12h00;84
13/10/13 15h00;78
13/10/13 18h00;85
13/10/13 21h00;90
14/10/13 00h00;91
14/10/13 03h00;91
14/10/13 06h00;87
14/10/13 09h00;90
14/10/13 12h00;69
14/10/13 15h00;69
14/10/13 18h00;85
14/10/13 21h00;92
15/10/13 00h00;93
15/10/13 03h00;95
15/10/13 06h00;95
15/10/13 09h00;89
15/10/13 12h00;72
15/10/13 15h00;92
15/10/13 18h00;86
15/10/13 21h00;90
16/10/13 00h00;93
16/10/13 03h00;95
16/10/13 06h00;95
16/10/13 09h00;96
16/10/13 12h00;76
16/10/13 15h00;86
16/10/13 18h00;89
16/10/13 21h00;93
17/10/13 00h00;95
17/10/13 03h00;95
17/10/13 06h00;96
17/10/13 09h00;97
17/10/13 12h00;84
17/10/13 15h00;62
17/10/13 18h00;78
17/10/13 21h00;84
18/10/13 00h00;85
18/10/13 03h00;80
18/10/13 06h00;81
18/10/13 09h00;72
18/10/13 12h00;60
18/10/13 15h00;55
18/10/13 18h00;79
18/10/13 21h00;89
19/10/13 00h00;84
19/10/13 03h00;90
19/10/13 06h00;91
19/10/13 09h00;80
19/10/13 12h00;51
19/10/13 15h00;55
19/10/13 18h00;81
19/10/13 21h00;84
20/10/13 00h00;92
20/10/13 03h00;83
20/10/13 06h00;83
20/10/13 09h00;73
20/10/13 12h00;47
20/10/13 15h00;48
20/10/13 18h00;77
20/10/13 21h00;92
21/10/13 00h00;89
21/10/13 03h00;79
21/10/13 06h00;90
21/10/13 09h00;84
21/10/13 12h00;53
21/10/13 15h00;51
21/10/13 18h00;81
21/10/13 21h00;83
22/10/13 00h00;87
22/10/13 03h00;91
22/10/13 06h00;88
22/10/13 09h00;76
22/10/13 12h00;79
22/10/13 15h00;70
22/10/13 18h00;55
22/10/13 21h00;57
23/10/13 00h00;69
23/10/13 03h00;75
23/10/13 06h00;81
23/10/13 09h00;74
23/10/13 12h00;75
23/10/13 15h00;53
23/10/13 18h00;83
23/10/13 21h00;92
24/10/13 00h00;91
24/10/13 03h00;91
24/10/13 06h00;86
24/10/13 09h00;73
24/10/13 12h00;63
24/10/13 15h00;62
24/10/13 18h00;72
24/10/13 21h00;77
25/10/13 00h00;80
25/10/13 03h00;80
25/10/13 06h00;84
25/10/13 09h00;90
25/10/13 12h00;86
25/10/13 15h00;84
25/10/13 18h00;91
25/10/13 21h00;90
26/10/13 00h00;91
26/10/13 03h00;95
26/10/13 06h00;94
26/10/13 09h00;86
26/10/13 12h00;61
26/10/13 15h00;71
26/10/13 18h00;90
26/10/13 21h00;95
27/10/13 00h00;95
27/10/13 03h00;91
27/10/13 06h00;88
27/10/13 09h00;73
27/10/13 12h00;53
27/10/13 15h00;47
27/10/13 18h00;70
27/10/13 21h00;63
28/10/13 00h00;63
28/10/13 03h00;64
28/10/13 06h00;59
28/10/13 09h00;84
28/10/13 12h00;85
28/10/13 15h00;91
28/10/13 18h00;88
28/10/13 21h00;90
29/10/13 00h00;88
29/10/13 03h00;89
29/10/13 06h00;92
29/10/13 09h00;77
29/10/13 12h00;66
29/10/13 15h00;61
29/10/13 18h00;85
29/10/13 21h00;89
30/10/13 00h00;91
30/10/13 03h00;93
30/10/13 06h00;94
30/10/13 09h00;80
30/10/13 12h00;55
30/10/13 15h00;52
30/10/13 18h00;78
30/10/13 21h00;90
31/10/13 00h00;93
31/10/13 03h00;94
31/10/13 06h00;95
31/10/13 09h00;81
31/10/13 12h00;51
31/10/13 15h00;44
31/10/13 18h00;79
31/10/13 21h00;88
01/11/13 00h00;78
01/11/13 03h00;79
01/11/13 06h00;80
01/11/13 09h00;72
01/11/13 12h00;59
01/11/13 15h00;70
01/11/13 18h00;89
01/11/13 21h00;85
02/11/13 00h00;89
02/11/13 03h00;94
02/11/13 06h00;90
02/11/13 09h00;93
02/11/13 12h00;90
02/11/13 15h00;90
02/11/13 18h00;92
02/11/13 21h00;94
03/11/13 00h00;93
03/11/13 03h00;82
03/11/13 06h00;81
03/11/13 09h00;84
03/11/13 12h00;81
03/11/13 15h00;68
03/11/13 18h00;84
03/11/13 21h00;90
04/11/13 00h00;93
04/11/13 03h00;93
04/11/13 06h00;90
04/11/13 09h00;95
04/11/13 12h00;93
04/11/13 15h00;79
04/11/13 18h00;88
04/11/13 21h00;89
05/11/13 00h00;92
05/11/13 03h00;93
05/11/13 06h00;98
05/11/13 09h00;89
05/11/13 12h00;95
05/11/13 15h00;88
05/11/13 18h00;87
05/11/13 21h00;86
06/11/13 00h00;91
06/11/13 03h00;94
06/11/13 06h00;87
06/11/13 09h00;95
06/11/13 12h00;85
06/11/13 15h00;86
06/11/13 18h00;91
06/11/13 21h00;93
07/11/13 00h00;97
07/11/13 03h00;96
07/11/13 06h00;96
07/11/13 09h00;93
07/11/13 12h00;80
07/11/13 15h00;66
07/11/13 18h00;90
07/11/13 21h00;95
08/11/13 00h00;87
08/11/13 03h00;92
08/11/13 06h00;89
08/11/13 09h00;79
08/11/13 12h00;69
08/11/13 15h00;86
08/11/13 18h00;85
08/11/13 21h00;87
09/11/13 00h00;91
09/11/13 03h00;93
09/11/13 06h00;95
09/11/13 09h00;88
09/11/13 12h00;85
09/11/13 15h00;94
09/11/13 18h00;87
09/11/13 21h00;90
10/11/13 00h00;88
10/11/13 03h00;90
10/11/13 06h00;89
10/11/13 09h00;93
10/11/13 12h00;85
10/11/13 15h00;93
10/11/13 18h00;84
10/11/13 21h00;93
11/11/13 00h00;94
11/11/13 03h00;96
11/11/13 06h00;92
11/11/13 09h00;87
11/11/13 12h00;81
11/11/13 15h00;86
11/11/13 18h00;98
11/11/13 21h00;98
12/11/13 00h00;98
12/11/13 03h00;99
12/11/13 06h00;99
12/11/13 09h00;99
12/11/13 12h00;96
12/11/13 15h00;91
12/11/13 18h00;96
12/11/13 21h00;97
13/11/13 00h00;97
13/11/13 03h00;95
13/11/13 06h00;97
13/11/13 09h00;88
13/11/13 12h00;82
13/11/13 15h00;82
13/11/13 18h00;81
13/11/13 21h00;80
14/11/13 00h00;80
14/11/13 03h00;89
14/11/13 06h00;96
14/11/13 09h00;90
14/11/13 12h00;91
14/11/13 15h00;78
14/11/13 18h00;80
14/11/13 21h00;91
15/11/13 00h00;85
15/11/13 03h00;90
15/11/13 06h00;91
15/11/13 09h00;85
15/11/13 12h00;69
15/11/13 15h00;84
15/11/13 18h00;87
15/11/13 21h00;84
16/11/13 00h00;84
16/11/13 03h00;91
16/11/13 06h00;87
16/11/13 09h00;91
16/11/13 12h00;70
16/11/13 15h00;69
16/11/13 18h00;80
16/11/13 21h00;89
17/11/13 00h00;91
17/11/13 03h00;94
17/11/13 06h00;96
17/11/13 09h00;97
17/11/13 12h00;84
17/11/13 15h00;85
17/11/13 18h00;86
17/11/13 21h00;90
18/11/13 00h00;95
18/11/13 03h00;94
18/11/13 06h00;94
18/11/13 09h00;92
18/11/13 12h00;85
18/11/13 15h00;88
18/11/13 18h00;97
18/11/13 21h00;99
19/11/13 00h00;89
19/11/13 03h00;96
19/11/13 06h00;95
19/11/13 09h00;91
19/11/13 12h00;75
19/11/13 15h00;60
19/11/13 18h00;72
19/11/13 21h00;85
20/11/13 00h00;89
20/11/13 03h00;85
20/11/13 06h00;92
20/11/13 09h00;85
20/11/13 12h00;47
20/11/13 15h00;63
20/11/13 18h00;88
20/11/13 21h00;95
21/11/13 00h00;87
21/11/13 03h00;91
21/11/13 06h00;92
21/11/13 09h00;85
21/11/13 12h00;87
21/11/13 15h00;81
21/11/13 18h00;92
21/11/13 21h00;88
22/11/13 00h00;87
22/11/13 03h00;90
22/11/13 06h00;90
22/11/13 09h00;85
22/11/13 12h00;65
22/11/13 15h00;59
22/11/13 18h00;80
22/11/13 21h00;80
23/11/13 00h00;87
23/11/13 03h00;92
23/11/13 06h00;84
23/11/13 09h00;82
23/11/13 12h00;77
23/11/13 15h00;73
23/11/13 18h00;84
23/11/13 21h00;79
24/11/13 00h00;76
24/11/13 03h00;79
24/11/13 06h00;77
24/11/13 09h00;80
24/11/13 12h00;72
24/11/13 15h00;69
24/11/13 18h00;81
24/11/13 21h00;80
25/11/13 00h00;66
25/11/13 03h00;88
25/11/13 06h00;95
25/11/13 09h00;82
25/11/13 12h00;63
25/11/13 15h00;58
25/11/13 18h00;57
25/11/13 21h00;58
26/11/13 00h00;78
26/11/13 03h00;90
26/11/13 06h00;95
26/11/13 09h00;90
26/11/13 12h00;69
26/11/13 15h00;54
26/11/13 18h00;69
26/11/13 21h00;73
27/11/13 00h00;77
27/11/13 03h00;78
27/11/13 06h00;82
27/11/13 09h00;90
27/11/13 12h00;73
27/11/13 15h00;60
27/11/13 18h00;77
27/11/13 21h00;80
28/11/13 00h00;91
28/11/13 03h00;93
28/11/13 06h00;92
28/11/13 09h00;82
28/11/13 12h00;59
28/11/13 15h00;59
28/11/13 18h00;72
