Date UTC;HR (%)
01/05/00 15h00;33
01/05/00 18h00;35
01/05/00 21h00;70
02/05/00 00h00;81
02/05/00 03h00;79
02/05/00 06h00;83
02/05/00 09h00;59
02/05/00 12h00;46
02/05/00 15h00;35
02/05/00 18h00;50
02/05/00 21h00;74
03/05/00 00h00;87
03/05/00 03h00;90
03/05/00 06h00;91
03/05/00 09h00;69
03/05/00 12h00;41
03/05/00 15h00;35
03/05/00 18h00;37
03/05/00 21h00;60
04/05/00 00h00;82
04/05/00 03h00;84
04/05/00 06h00;64
04/05/00 09h00;52
04/05/00 12h00;47
04/05/00 15h00;45
04/05/00 18h00;46
04/05/00 21h00;57
05/05/00 00h00;58
05/05/00 03h00;76
05/05/00 06h00;70
05/05/00 09h00;58
05/05/00 12h00;44
05/05/00 15h00;58
05/05/00 18h00;46
05/05/00 21h00;72
06/05/00 00h00;46
06/05/00 03h00;89
06/05/00 06h00;93
06/05/00 09h00;79
06/05/00 12h00;62
06/05/00 15h00;47
06/05/00 18h00;56
06/05/00 21h00;75
07/05/00 00h00;88
07/05/00 03h00;94
07/05/00 06h00;93
07/05/00 09h00;81
07/05/00 12h00;65
07/05/00 15h00;52
07/05/00 18h00;85
07/05/00 21h00;92
08/05/00 00h00;95
08/05/00 03h00;96
08/05/00 06h00;97
08/05/00 09h00;85
08/05/00 12h00;58
08/05/00 15h00;54
08/05/00 18h00;54
08/05/00 21h00;69
09/05/00 00h00;89
09/05/00 03h00;94
09/05/00 06h00;96
09/05/00 09h00;77
09/05/00 12h00;64
09/05/00 15h00;67
09/05/00 18h00;83
09/05/00 21h00;91
10/05/00 00h00;96
10/05/00 03h00;97
10/05/00 06h00;94
10/05/00 09h00;91
10/05/00 12h00;75
10/05/00 15h00;66
10/05/00 18h00;65
10/05/00 21h00;92
11/05/00 00h00;94
11/05/00 03h00;94
11/05/00 06h00;96
11/05/00 09h00;90
11/05/00 12h00;75
11/05/00 15h00;69
11/05/00 18h00;70
11/05/00 21h00;87
12/05/00 00h00;91
12/05/00 03h00;96
12/05/00 06h00;95
12/05/00 09h00;76
12/05/00 12h00;56
12/05/00 15h00;44
12/05/00 18h00;93
12/05/00 21h00;94
13/05/00 00h00;95
13/05/00 03h00;97
13/05/00 06h00;98
13/05/00 09h00;70
13/05/00 12h00;46
13/05/00 15h00;45
13/05/00 18h00;43
13/05/00 21h00;66
14/05/00 00h00;72
14/05/00 03h00;84
14/05/00 06h00;79
14/05/00 09h00;57
14/05/00 12h00;37
14/05/00 15h00;33
14/05/00 18h00;34
14/05/00 21h00;58
15/05/00 00h00;82
15/05/00 03h00;89
15/05/00 06h00;96
15/05/00 09h00;78
15/05/00 12h00;58
15/05/00 15h00;43
15/05/00 18h00;40
15/05/00 21h00;86
16/05/00 00h00;92
16/05/00 03h00;95
16/05/00 06h00;93
16/05/00 09h00;87
16/05/00 12h00;66
16/05/00 15h00;65
16/05/00 18h00;87
16/05/00 21h00;90
17/05/00 00h00;86
17/05/00 03h00;88
17/05/00 06h00;87
17/05/00 09h00;76
17/05/00 12h00;70
17/05/00 15h00;56
17/05/00 18h00;51
17/05/00 21h00;72
18/05/00 00h00;75
18/05/00 03h00;86
18/05/00 06h00;79
18/05/00 09h00;66
18/05/00 12h00;53
18/05/00 15h00;65
18/05/00 18h00;71
18/05/00 21h00;73
19/05/00 00h00;74
19/05/00 03h00;80
19/05/00 06h00;76
19/05/00 09h00;62
19/05/00 12h00;45
19/05/00 15h00;46
19/05/00 18h00;51
19/05/00 21h00;71
20/05/00 00h00;80
20/05/00 03h00;83
20/05/00 06h00;93
20/05/00 09h00;71
20/05/00 12h00;72
20/05/00 15h00;62
20/05/00 18h00;59
20/05/00 21h00;73
21/05/00 00h00;81
21/05/00 03h00;84
21/05/00 06h00;87
21/05/00 09h00;62
21/05/00 12h00;70
21/05/00 15h00;59
21/05/00 18h00;55
21/05/00 21h00;72
22/05/00 00h00;83
22/05/00 03h00;90
22/05/00 06h00;94
22/05/00 09h00;61
22/05/00 12h00;49
22/05/00 15h00;48
22/05/00 18h00;61
22/05/00 21h00;71
23/05/00 00h00;84
23/05/00 03h00;93
23/05/00 06h00;92
23/05/00 09h00;60
23/05/00 12h00;43
23/05/00 15h00;42
23/05/00 18h00;44
23/05/00 21h00;62
24/05/00 00h00;78
24/05/00 03h00;84
24/05/00 06h00;72
24/05/00 09h00;43
24/05/00 12h00;34
24/05/00 15h00;27
24/05/00 18h00;52
24/05/00 21h00;79
25/05/00 00h00;92
25/05/00 03h00;91
25/05/00 06h00;94
25/05/00 09h00;71
25/05/00 12h00;68
25/05/00 15h00;53
25/05/00 18h00;57
25/05/00 21h00;73
26/05/00 00h00;90
26/05/00 03h00;93
26/05/00 06h00;84
26/05/00 09h00;63
26/05/00 12h00;53
26/05/00 15h00;53
26/05/00 18h00;91
26/05/00 21h00;89
27/05/00 00h00;85
27/05/00 03h00;83
27/05/00 06h00;85
27/05/00 09h00;62
27/05/00 12h00;39
27/05/00 15h00;42
27/05/00 18h00;47
27/05/00 21h00;58
28/05/00 00h00;84
28/05/00 03h00;95
28/05/00 06h00;95
28/05/00 09h00;85
28/05/00 12h00;72
28/05/00 15h00;66
28/05/00 18h00;70
28/05/00 21h00;84
29/05/00 00h00;93
29/05/00 03h00;95
29/05/00 06h00;93
29/05/00 09h00;74
29/05/00 12h00;62
29/05/00 15h00;66
29/05/00 18h00;75
29/05/00 21h00;85
30/05/00 00h00;97
30/05/00 03h00;96
30/05/00 06h00;97
30/05/00 09h00;92
30/05/00 12h00;83
30/05/00 15h00;70
30/05/00 18h00;75
30/05/00 21h00;82
31/05/00 00h00;79
31/05/00 03h00;89
31/05/00 06h00;89
31/05/00 09h00;88
31/05/00 12h00;82
31/05/00 15h00;80
31/05/00 18h00;79
31/05/00 21h00;87
01/06/00 00h00;92
01/06/00 03h00;97
01/06/00 06h00;98
01/06/00 09h00;69
01/06/00 12h00;56
01/06/00 15h00;42
01/06/00 18h00;41
01/06/00 21h00;64
02/06/00 00h00;65
02/06/00 03h00;90
02/06/00 06h00;89
02/06/00 09h00;84
02/06/00 12h00;61
02/06/00 15h00;50
02/06/00 18h00;60
02/06/00 21h00;80
03/06/00 00h00;94
03/06/00 03h00;95
03/06/00 06h00;95
03/06/00 09h00;87
03/06/00 12h00;81
03/06/00 15h00;81
03/06/00 18h00;82
03/06/00 21h00;84
04/06/00 00h00;87
04/06/00 03h00;88
04/06/00 06h00;90
04/06/00 09h00;89
04/06/00 12h00;72
04/06/00 15h00;75
04/06/00 18h00;78
04/06/00 21h00;92
05/06/00 00h00;96
05/06/00 03h00;96
05/06/00 06h00;96
05/06/00 09h00;80
05/06/00 12h00;72
05/06/00 15h00;61
05/06/00 18h00;68
05/06/00 21h00;84
06/06/00 00h00;92
06/06/00 03h00;94
06/06/00 06h00;90
06/06/00 09h00;74
06/06/00 12h00;55
06/06/00 15h00;50
06/06/00 18h00;53
06/06/00 21h00;77
07/06/00 00h00;88
07/06/00 03h00;94
07/06/00 06h00;96
07/06/00 09h00;71
07/06/00 12h00;56
07/06/00 15h00;45
07/06/00 18h00;49
07/06/00 21h00;62
08/06/00 00h00;88
08/06/00 03h00;88
08/06/00 06h00;80
08/06/00 09h00;55
08/06/00 12h00;40
08/06/00 15h00;29
08/06/00 18h00;38
08/06/00 21h00;49
09/06/00 00h00;86
09/06/00 03h00;84
09/06/00 06h00;84
09/06/00 09h00;67
09/06/00 12h00;76
09/06/00 15h00;68
09/06/00 18h00;95
09/06/00 21h00;96
10/06/00 00h00;97
10/06/00 03h00;97
10/06/00 06h00;97
10/06/00 09h00;95
10/06/00 12h00;76
10/06/00 15h00;67
10/06/00 18h00;66
10/06/00 21h00;75
11/06/00 00h00;84
11/06/00 03h00;88
11/06/00 06h00;89
11/06/00 09h00;70
11/06/00 12h00;66
11/06/00 15h00;69
11/06/00 18h00;69
11/06/00 21h00;81
12/06/00 00h00;83
12/06/00 03h00;74
12/06/00 06h00;77
12/06/00 09h00;66
12/06/00 12h00;59
12/06/00 15h00;55
12/06/00 18h00;66
12/06/00 21h00;81
13/06/00 00h00;89
13/06/00 03h00;92
13/06/00 06h00;93
13/06/00 09h00;78
13/06/00 12h00;59
13/06/00 15h00;60
13/06/00 18h00;63
13/06/00 21h00;83
14/06/00 00h00;94
14/06/00 03h00;97
14/06/00 06h00;98
14/06/00 09h00;90
14/06/00 12h00;60
14/06/00 15h00;62
14/06/00 18h00;64
14/06/00 21h00;90
15/06/00 00h00;96
15/06/00 03h00;97
15/06/00 06h00;98
15/06/00 09h00;83
15/06/00 12h00;42
15/06/00 15h00;37
15/06/00 18h00;46
15/06/00 21h00;66
16/06/00 00h00;78
16/06/00 03h00;92
16/06/00 06h00;90
16/06/00 09h00;50
16/06/00 12h00;37
16/06/00 15h00;32
16/06/00 18h00;28
16/06/00 21h00;44
17/06/00 00h00;58
17/06/00 03h00;67
17/06/00 06h00;69
17/06/00 09h00;47
17/06/00 12h00;33
17/06/00 15h00;29
17/06/00 18h00;30
17/06/00 21h00;38
18/06/00 00h00;49
18/06/00 03h00;60
18/06/00 06h00;61
18/06/00 09h00;51
18/06/00 12h00;44
18/06/00 15h00;39
18/06/00 18h00;39
18/06/00 21h00;53
19/06/00 00h00;62
19/06/00 03h00;76
19/06/00 06h00;74
19/06/00 09h00;63
19/06/00 12h00;42
19/06/00 15h00;40
19/06/00 18h00;40
19/06/00 21h00;45
20/06/00 00h00;50
20/06/00 03h00;56
20/06/00 06h00;82
20/06/00 09h00;69
20/06/00 12h00;44
20/06/00 15h00;43
20/06/00 18h00;54
20/06/00 21h00;69
21/06/00 00h00;81
21/06/00 03h00;89
21/06/00 06h00;78
21/06/00 09h00;68
21/06/00 12h00;51
21/06/00 15h00;49
21/06/00 18h00;50
21/06/00 21h00;65
22/06/00 00h00;73
22/06/00 03h00;76
22/06/00 06h00;79
22/06/00 09h00;72
22/06/00 12h00;66
22/06/00 15h00;54
22/06/00 18h00;57
22/06/00 21h00;74
23/06/00 00h00;80
23/06/00 03h00;82
23/06/00 06h00;77
23/06/00 09h00;63
23/06/00 12h00;52
23/06/00 15h00;54
23/06/00 18h00;57
23/06/00 21h00;73
24/06/00 00h00;85
24/06/00 03h00;84
24/06/00 06h00;83
24/06/00 09h00;86
24/06/00 12h00;56
24/06/00 15h00;44
24/06/00 18h00;56
24/06/00 21h00;67
25/06/00 00h00;74
25/06/00 03h00;76
25/06/00 06h00;86
25/06/00 09h00;91
25/06/00 12h00;73
25/06/00 15h00;67
25/06/00 18h00;67
25/06/00 21h00;85
26/06/00 00h00;89
26/06/00 03h00;90
26/06/00 06h00;85
26/06/00 09h00;60
26/06/00 12h00;46
26/06/00 15h00;39
26/06/00 18h00;41
26/06/00 21h00;52
27/06/00 00h00;49
27/06/00 03h00;57
27/06/00 06h00;55
27/06/00 09h00;48
27/06/00 12h00;58
27/06/00 15h00;62
27/06/00 18h00;60
27/06/00 21h00;80
28/06/00 00h00;92
28/06/00 03h00;89
28/06/00 06h00;90
28/06/00 09h00;75
28/06/00 12h00;62
28/06/00 15h00;56
28/06/00 18h00;60
28/06/00 21h00;80
29/06/00 00h00;88
29/06/00 03h00;90
29/06/00 06h00;90
29/06/00 09h00;75
29/06/00 12h00;65
29/06/00 15h00;59
29/06/00 18h00;59
29/06/00 21h00;76
30/06/00 00h00;92
30/06/00 03h00;93
30/06/00 06h00;95
30/06/00 09h00;72
30/06/00 12h00;47
30/06/00 15h00;42
30/06/00 18h00;42
30/06/00 21h00;62
01/07/00 00h00;81
01/07/00 03h00;86
01/07/00 06h00;89
01/07/00 09h00;63
01/07/00 12h00;61
01/07/00 15h00;60
01/07/00 18h00;65
01/07/00 21h00;69
02/07/00 00h00;77
02/07/00 03h00;76
02/07/00 06h00;74
02/07/00 09h00;70
02/07/00 12h00;57
02/07/00 15h00;56
02/07/00 18h00;56
02/07/00 21h00;68
03/07/00 00h00;86
03/07/00 03h00;89
03/07/00 06h00;87
03/07/00 09h00;54
03/07/00 12h00;41
03/07/00 15h00;34
03/07/00 18h00;55
03/07/00 21h00;83
04/07/00 00h00;93
04/07/00 03h00;90
04/07/00 06h00;94
04/07/00 09h00;72
04/07/00 12h00;73
04/07/00 15h00;77
04/07/00 18h00;61
04/07/00 21h00;81
05/07/00 00h00;92
05/07/00 03h00;90
05/07/00 06h00;90
05/07/00 09h00;62
05/07/00 12h00;45
05/07/00 15h00;47
05/07/00 18h00;51
05/07/00 21h00;69
06/07/00 00h00;76
06/07/00 03h00;75
06/07/00 06h00;73
06/07/00 09h00;53
06/07/00 12h00;43
06/07/00 15h00;39
06/07/00 18h00;35
06/07/00 21h00;67
07/07/00 00h00;84
07/07/00 03h00;86
07/07/00 06h00;80
07/07/00 09h00;64
07/07/00 12h00;57
07/07/00 15h00;59
07/07/00 18h00;80
07/07/00 21h00;85
08/07/00 00h00;90
08/07/00 03h00;89
08/07/00 06h00;85
08/07/00 09h00;70
08/07/00 12h00;43
08/07/00 15h00;47
08/07/00 18h00;52
08/07/00 21h00;75
09/07/00 00h00;85
09/07/00 03h00;83
09/07/00 06h00;83
09/07/00 09h00;76
09/07/00 12h00;85
09/07/00 15h00;75
09/07/00 18h00;79
09/07/00 21h00;93
10/07/00 00h00;94
10/07/00 03h00;94
10/07/00 06h00;92
10/07/00 09h00;76
10/07/00 12h00;60
10/07/00 15h00;55
10/07/00 18h00;73
10/07/00 21h00;90
11/07/00 00h00;90
11/07/00 03h00;91
11/07/00 06h00;89
11/07/00 09h00;75
11/07/00 12h00;53
11/07/00 15h00;83
11/07/00 18h00;67
11/07/00 21h00;67
12/07/00 00h00;86
12/07/00 03h00;89
12/07/00 06h00;84
12/07/00 09h00;57
12/07/00 12h00;43
12/07/00 15h00;37
12/07/00 18h00;52
12/07/00 21h00;68
13/07/00 00h00;78
13/07/00 03h00;81
13/07/00 06h00;86
13/07/00 09h00;69
13/07/00 12h00;58
13/07/00 15h00;59
13/07/00 18h00;79
13/07/00 21h00;94
14/07/00 00h00;93
14/07/00 03h00;95
14/07/00 06h00;92
14/07/00 09h00;95
14/07/00 12h00;89
14/07/00 15h00;90
14/07/00 18h00;78
14/07/00 21h00;82
15/07/00 00h00;88
15/07/00 03h00;90
15/07/00 06h00;89
15/07/00 09h00;93
15/07/00 12h00;95
15/07/00 15h00;93
15/07/00 18h00;85
15/07/00 21h00;92
16/07/00 00h00;96
16/07/00 03h00;97
16/07/00 06h00;98
16/07/00 09h00;61
16/07/00 12h00;44
16/07/00 15h00;34
16/07/00 18h00;36
16/07/00 21h00;53
17/07/00 00h00;71
17/07/00 03h00;81
17/07/00 06h00;75
17/07/00 09h00;44
17/07/00 12h00;36
17/07/00 15h00;34
17/07/00 18h00;35
17/07/00 21h00;52
18/07/00 00h00;63
18/07/00 03h00;75
18/07/00 06h00;76
18/07/00 09h00;55
18/07/00 12h00;40
18/07/00 15h00;33
18/07/00 18h00;35
18/07/00 21h00;50
19/07/00 00h00;60
19/07/00 03h00;71
19/07/00 06h00;71
19/07/00 09h00;52
19/07/00 12h00;33
19/07/00 15h00;33
19/07/00 18h00;45
19/07/00 21h00;55
20/07/00 00h00;65
20/07/00 03h00;73
20/07/00 06h00;70
20/07/00 09h00;51
20/07/00 12h00;35
20/07/00 15h00;32
20/07/00 18h00;34
20/07/00 21h00;49
21/07/00 00h00;61
21/07/00 03h00;69
21/07/00 06h00;64
21/07/00 09h00;48
21/07/00 12h00;37
21/07/00 15h00;25
21/07/00 18h00;27
21/07/00 21h00;36
22/07/00 00h00;50
22/07/00 03h00;52
22/07/00 06h00;55
22/07/00 09h00;48
22/07/00 12h00;72
22/07/00 15h00;69
22/07/00 18h00;70
22/07/00 21h00;81
23/07/00 00h00;84
23/07/00 03h00;85
23/07/00 06h00;88
23/07/00 09h00;76
23/07/00 12h00;68
23/07/00 15h00;69
23/07/00 18h00;67
23/07/00 21h00;83
24/07/00 00h00;90
24/07/00 03h00;92
24/07/00 06h00;94
24/07/00 09h00;71
24/07/00 12h00;61
24/07/00 15h00;56
24/07/00 18h00;54
24/07/00 21h00;75
25/07/00 00h00;89
25/07/00 03h00;86
25/07/00 06h00;80
25/07/00 09h0025/07/00 12h00;62
25/07/00 15h00;66
25/07/00 18h00;60
25/07/00 21h00;82
26/07/00 00h00;91
26/07/00 03h00;91
26/07/00 06h00;89
26/07/00 09h00;70
26/07/00 12h00;50
26/07/00 15h00;49
26/07/00 18h00;58
26/07/00 21h00;83
27/07/00 00h00;91
27/07/00 03h00;93
27/07/00 06h00;95
27/07/00 09h00;95
27/07/00 12h00;69
27/07/00 15h00;69
27/07/00 18h00;51
27/07/00 21h00;70
28/07/00 00h00;86
28/07/00 03h00;93
28/07/00 06h00;92
28/07/00 09h00;60
28/07/00 12h00;49
28/07/00 15h00;51
28/07/00 18h00;60
28/07/00 21h00;79
29/07/00 00h00;93
29/07/00 03h00;95
29/07/00 06h00;97
29/07/00 09h00;64
29/07/00 12h00;46
29/07/00 15h00;44
29/07/00 18h00;56
29/07/00 21h00;76
30/07/00 00h00;90
30/07/00 03h00;92
30/07/00 06h00;96
30/07/00 09h00;66
30/07/00 12h00;45
30/07/00 15h00;36
30/07/00 18h00;40
30/07/00 21h00;70
31/07/00 00h00;86
31/07/00 03h00;84
31/07/00 06h00;83
31/07/00 09h00;47
31/07/00 12h00;30
31/07/00 15h00;25
31/07/00 18h00;25
31/07/00 21h00;51
01/08/00 00h00;69
01/08/00 03h00;80
01/08/00 06h00;79
01/08/00 09h00;59
01/08/00 12h00;47
01/08/00 15h00;42
01/08/00 18h00;47
01/08/00 21h00;82
02/08/00 00h00;81
02/08/00 03h00;88
02/08/00 06h00;74
02/08/00 09h00;56
02/08/00 12h00;40
02/08/00 15h00;41
02/08/00 18h00;48
02/08/00 21h00;72
03/08/00 00h00;80
03/08/00 03h00;81
03/08/00 06h00;90
03/08/00 09h00;65
03/08/00 12h00;41
03/08/00 15h00;42
03/08/00 18h00;60
03/08/00 21h00;79
04/08/00 00h00;85
04/08/00 03h00;87
04/08/00 06h00;92
04/08/00 09h00;64
04/08/00 12h00;53
04/08/00 15h00;50
04/08/00 18h00;58
04/08/00 21h00;84
05/08/00 00h00;87
05/08/00 03h00;90
05/08/00 06h00;90
05/08/00 09h00;65
05/08/00 12h00;51
05/08/00 15h00;47
05/08/00 18h00;55
05/08/00 21h00;77
06/08/00 00h00;89
06/08/00 03h00;93
06/08/00 06h00;96
06/08/00 09h00;66
06/08/00 12h00;51
06/08/00 15h00;45
06/08/00 18h00;48
06/08/00 21h00;81
07/08/00 00h00;92
07/08/00 03h00;96
07/08/00 06h00;97
07/08/00 09h00;60
07/08/00 12h00;42
07/08/00 15h00;41
07/08/00 18h00;48
07/08/00 21h00;69
08/08/00 00h00;84
08/08/00 03h00;92
08/08/00 06h00;90
08/08/00 09h00;55
08/08/00 12h00;42
08/08/00 15h00;42
08/08/00 18h00;49
08/08/00 21h00;64
09/08/00 00h00;82
09/08/00 03h00;92
09/08/00 06h00;94
09/08/00 09h00;55
09/08/00 12h00;34
09/08/00 15h00;32
09/08/00 18h00;39
09/08/00 21h00;62
10/08/00 00h00;65
10/08/00 03h00;79
10/08/00 06h00;82
10/08/00 09h00;47
10/08/00 12h00;31
10/08/00 15h00;22
10/08/00 18h00;28
10/08/00 21h00;53
11/08/00 00h00;62
11/08/00 03h00;71
11/08/00 06h00;76
11/08/00 09h00;42
11/08/00 12h00;38
11/08/00 15h00;57
11/08/00 18h00;76
11/08/00 21h00;87
12/08/00 00h00;93
12/08/00 03h00;93
12/08/00 06h00;94
12/08/00 09h00;83
12/08/00 12h00;66
12/08/00 15h00;57
12/08/00 18h00;73
12/08/00 21h00;83
13/08/00 00h00;90
13/08/00 03h00;96
13/08/00 06h00;97
13/08/00 09h00;75
13/08/00 12h00;56
13/08/00 15h00;51
13/08/00 18h00;57
13/08/00 21h00;73
14/08/00 00h00;87
14/08/00 03h00;90
14/08/00 06h00;93
14/08/00 09h00;68
14/08/00 12h00;51
14/08/00 15h00;46
14/08/00 18h00;62
14/08/00 21h00;72
15/08/00 00h00;87
15/08/00 03h00;94
15/08/00 06h00;95
15/08/00 09h00;66
15/08/00 12h00;57
15/08/00 15h00;54
15/08/00 18h00;54
15/08/00 21h00;74
16/08/00 00h00;79
16/08/00 03h00;86
16/08/00 06h00;85
16/08/00 09h00;56
16/08/00 12h00;47
16/08/00 15h0016/08/00 18h0016/08/00 21h00;79
17/08/00 00h0017/08/00 03h00;89
17/08/00 06h00;92
17/08/00 09h00;63
17/08/00 12h00;60
17/08/00 15h00;51
17/08/00 18h00;51
17/08/00 21h00;67
18/08/00 00h00;78
18/08/00 03h00;79
18/08/00 06h00;80
18/08/00 09h00;58
18/08/00 12h00;45
18/08/00 15h00;41
18/08/00 18h00;56
18/08/00 21h00;68
19/08/00 00h00;90
19/08/00 03h00;91
19/08/00 06h00;88
19/08/00 09h00;65
19/08/00 12h00;41
19/08/00 15h00;42
19/08/00 18h00;51
19/08/00 21h00;65
20/08/00 00h00;82
20/08/00 03h00;78
20/08/00 06h00;88
20/08/00 09h00;73
20/08/00 12h00;54
20/08/00 15h00;54
20/08/00 18h00;51
20/08/00 21h00;64
21/08/00 00h00;80
21/08/00 03h00;78
21/08/00 06h00;86
21/08/00 09h00;61
21/08/00 12h00;72
21/08/00 15h00;52
21/08/00 18h00;63
21/08/00 21h00;79
22/08/00 00h00;92
22/08/00 03h00;96
22/08/00 06h00;96
22/08/00 09h00;59
22/08/00 12h00;37
22/08/00 15h00;34
22/08/00 18h00;40
22/08/00 21h00;53
23/08/00 00h00;72
23/08/00 03h00;64
23/08/00 06h00;61
23/08/00 09h00;37
23/08/00 12h00;23
23/08/00 15h00;21
23/08/00 18h00;33
23/08/00 21h00;60
24/08/00 00h00;71
24/08/00 03h00;84
24/08/00 06h00;83
24/08/00 09h00;82
24/08/00 12h00;48
24/08/00 15h00;36
24/08/00 18h00;40
24/08/00 21h00;47
25/08/00 00h00;59
25/08/00 03h00;72
25/08/00 06h00;78
25/08/00 09h00;64
25/08/00 12h00;50
25/08/00 15h00;49
25/08/00 18h00;60
25/08/00 21h00;67
26/08/00 00h00;80
26/08/00 03h00;91
26/08/00 06h00;95
26/08/00 09h00;93
26/08/00 12h00;59
26/08/00 15h00;55
26/08/00 18h00;67
26/08/00 21h00;80
27/08/00 00h00;89
27/08/00 03h00;89
27/08/00 06h00;95
27/08/00 09h00;70
27/08/00 12h00;58
27/08/00 15h00;51
27/08/00 18h00;55
27/08/00 21h00;74
28/08/00 00h00;91
28/08/00 03h00;94
28/08/00 06h00;96
28/08/00 09h00;66
28/08/00 12h00;45
28/08/00 15h00;40
28/08/00 18h00;47
28/08/00 21h00;71
29/08/00 00h0029/08/00 03h00;90
29/08/00 06h00;85
29/08/00 09h00;51
29/08/00 12h00;39
29/08/00 15h00;32
29/08/00 18h00;42
29/08/00 21h00;55
30/08/00 00h00;66
30/08/00 03h00;92
30/08/00 06h00;94
30/08/00 09h00;81
30/08/00 12h00;68
30/08/00 15h00;52
30/08/00 18h00;71
30/08/00 21h00;80
31/08/00 00h00;89
31/08/00 03h00;86
31/08/00 06h00;93
31/08/00 09h00;71
31/08/00 12h00;50
31/08/00 15h00;40
31/08/00 18h00;54
31/08/00 21h00;78
01/09/00 00h00;93
01/09/00 03h00;96
01/09/00 06h00;97
01/09/00 09h00;65
01/09/00 12h00;85
01/09/00 15h00;50
01/09/00 18h00;57
01/09/00 21h00;66
02/09/00 00h00;77
02/09/00 03h00;80
02/09/00 06h00;91
02/09/00 09h00;86
02/09/00 12h00;55
02/09/00 15h00;62
02/09/00 18h00;64
02/09/00 21h00;77
03/09/00 00h00;87
03/09/00 03h00;90
03/09/00 06h00;92
03/09/00 09h00;70
03/09/00 12h00;80
03/09/00 15h00;43
03/09/00 18h00;59
03/09/00 21h00;79
04/09/00 00h00;89
04/09/00 03h00;94
04/09/00 06h00;96
04/09/00 09h00;68
04/09/00 12h00;41
04/09/00 15h00;33
04/09/00 18h00;37
04/09/00 21h00;66
05/09/00 00h00;85
05/09/00 03h00;92
05/09/00 06h00;95
05/09/00 09h00;51
05/09/00 12h00;37
05/09/00 15h00;31
05/09/00 18h00;40
05/09/00 21h00;66
06/09/00 00h00;82
06/09/00 03h00;89
06/09/00 06h00;93
06/09/00 09h00;54
06/09/00 12h00;42
06/09/00 15h00;40
06/09/00 18h00;65
06/09/00 21h00;77
07/09/00 00h00;85
07/09/00 03h00;94
07/09/00 06h00;95
07/09/00 09h00;79
07/09/00 12h00;52
07/09/00 15h00;47
07/09/00 18h00;65
07/09/00 21h00;79
08/09/00 00h00;84
08/09/00 03h00;87
08/09/00 06h00;93
08/09/00 09h00;51
08/09/00 12h00;34
08/09/00 15h00;33
08/09/00 18h00;36
08/09/00 21h00;53
09/09/00 00h00;66
09/09/00 03h00;77
09/09/00 06h00;87
09/09/00 09h00;37
09/09/00 12h00;25
09/09/00 15h00;26
09/09/00 18h00;30
09/09/00 21h00;57
10/09/00 00h00;72
10/09/00 03h00;66
10/09/00 06h00;70
10/09/00 09h00;41
10/09/00 12h00;29
10/09/00 15h00;23
10/09/00 18h00;28
10/09/00 21h00;52
11/09/00 00h00;69
11/09/00 03h00;80
11/09/00 06h00;80
11/09/00 09h00;79
11/09/00 12h00;53
11/09/00 15h00;53
11/09/00 18h00;76
11/09/00 21h00;84
12/09/00 00h00;91
12/09/00 03h00;92
12/09/00 06h00;94
12/09/00 09h00;94
12/09/00 12h00;65
12/09/00 15h00;65
12/09/00 18h00;79
12/09/00 21h00;89
13/09/00 00h00;94
13/09/00 03h00;95
13/09/00 06h00;86
13/09/00 09h00;72
13/09/00 12h00;59
13/09/00 15h00;54
13/09/00 18h00;57
13/09/00 21h00;67
14/09/00 00h00;73
14/09/00 03h00;89
14/09/00 06h00;85
14/09/00 09h00;60
14/09/00 12h00;42
14/09/00 15h00;37
14/09/00 18h00;44
14/09/00 21h00;58
15/09/00 00h00;69
15/09/00 03h00;79
15/09/00 06h00;89
15/09/00 09h00;67
15/09/00 12h00;51
15/09/00 15h00;51
15/09/00 18h00;69
15/09/00 21h00;87
16/09/00 00h00;93
16/09/00 03h00;95
16/09/00 06h00;88
16/09/00 09h00;73
16/09/00 12h00;62
16/09/00 15h00;58
16/09/00 18h00;56
16/09/00 21h00;75
17/09/00 00h00;87
17/09/00 03h00;92
17/09/00 06h00;96
17/09/00 09h00;68
17/09/00 12h00;43
17/09/00 15h00;41
17/09/00 18h00;59
17/09/00 21h00;75
18/09/00 00h00;86
18/09/00 03h00;91
18/09/00 06h00;95
18/09/00 09h00;63
18/09/00 12h00;50
18/09/00 15h00;51
18/09/00 18h00;62
18/09/00 21h00;80
19/09/00 00h00;88
19/09/00 03h00;87
19/09/00 06h00;87
19/09/00 09h00;93
19/09/00 12h00;95
19/09/00 15h00;91
19/09/00 18h00;91
19/09/00 21h00;91
20/09/00 00h00;93
20/09/00 03h00;95
20/09/00 06h00;93
20/09/00 09h00;84
20/09/00 12h00;61
20/09/00 15h00;45
20/09/00 18h00;63
20/09/00 21h00;82
21/09/00 00h00;91
21/09/00 03h00;93
21/09/00 06h00;93
21/09/00 09h00;62
21/09/00 12h00;39
21/09/00 15h00;32
21/09/00 18h00;48
21/09/00 21h00;77
22/09/00 00h00;89
22/09/00 03h00;93
22/09/00 06h00;94
22/09/00 09h00;55
22/09/00 12h00;38
22/09/00 15h00;39
22/09/00 18h00;47
22/09/00 21h00;72
23/09/00 00h00;87
23/09/00 03h00;84
23/09/00 06h00;79
23/09/00 09h00;53
23/09/00 12h00;45
23/09/00 15h00;39
23/09/00 18h00;50
23/09/00 21h00;61
24/09/00 00h00;77
24/09/00 03h00;89
24/09/00 06h00;88
